Strike,Open,High,Low,Last,Change,Bid,Ask,Volume,"Open Int",Premium,Time,Type
87.50C,0.11,0.11,0.1,0.1,-0.06,0.08,0.1,38,308,100,02/05/25,Call
88.00C,0.14,0.14,0.09,0.09,-0.06,0.08,0.09,3,1783,90,02/05/25,Call
88.50C,0.1,0.1,0.09,0.09,-0.05,0.07,0.09,53,240,90,02/05/25,Call
89.00C,0.08,0.08,0.08,0.08,0,0.07,0.08,1,967,80,"02:51 ET",Call
89.50C,0,0.08,0.08,0.08,-0.04,0.06,0.08,1,353,80,02/05/25,Call
90.00C,0.08,0.08,0.07,0.07,0,0.06,0.08,58,4353,70,"07:47 ET",Call
90.50C,0,0.07,0.07,0.07,-0.04,0.06,0.07,,170,70,02/05/25,Call
91.00C,0.1,0.1,0.07,0.07,-0.04,0.05,0.07,5,686,70,02/05/25,Call
91.50C,0.08,0.08,0.07,0.07,-0.03,0.05,0.07,7,501,70,02/05/25,Call
92.00C,0.06,0.06,0.06,0.06,0,0.05,0.06,1,546,60,"02:55 ET",Call
92.50C,0.06,0.06,0.06,0.06,-0.03,0.04,0.06,3,128,60,02/05/25,Call
93.00C,0.07,0.07,0.06,0.06,-0.03,0.05,0.06,15,955,60,02/05/25,Call
93.50C,0,0.05,0.05,0.05,-0.04,0.04,0.06,,171,50,02/05/25,Call
94.00C,0.07,0.07,0.05,0.05,-0.03,0.04,0.05,1,1185,50,02/05/25,Call
94.50C,0,0.05,0.05,0.05,-0.03,0.04,0.05,,556,50,02/05/25,Call
95.00C,0.05,0.05,0.05,0.05,0,0.04,0.05,12,2991,50,"06:49 ET",Call
95.50C,0,0.05,0.05,0.05,-0.02,0.03,0.05,3,465,50,02/05/25,Call
96.00C,0.04,0.04,0.04,0.04,0,0.03,0.04,12,812,40,"06:05 ET",Call
96.50C,0,0.04,0.04,0.04,-0.03,0.03,0.05,,86,40,02/05/25,Call
97.00C,0.06,0.06,0.04,0.04,-0.03,0.03,0.04,2,70,40,02/05/25,Call
97.50C,0.05,0.05,0.04,0.04,-0.02,0.03,0.04,6,373,40,02/05/25,Call
98.00C,0.04,0.04,0.04,0.04,0,0.03,0.04,1,636,40,"06:31 ET",Call
98.50C,0,0.04,0.04,0.04,-0.02,0.02,0.04,,294,40,02/05/25,Call
99.00C,0.05,0.05,0.04,0.04,-0.02,0.02,0.04,2,96,40,02/05/25,Call
99.50C,0,0.04,0.04,0.04,-0.01,0.03,0.04,,360,40,02/05/25,Call
100.00C,0.05,0.05,0.03,0.03,-0.02,0.03,0.04,15,3438,30,02/05/25,Call
100.50C,0,0.03,0.03,0.03,-0.02,0.02,0.04,,90,30,02/05/25,Call
101.00C,0,0.03,0.03,0.03,-0.02,0.02,0.04,1,186,30,02/05/25,Call
101.50C,0.04,0.04,0.03,0.03,0,0.02,0.03,31,361,30,"07:25 ET",Call
102.00C,0.04,0.04,0.03,0.03,-0.02,0.02,0.03,1,167,30,02/05/25,Call
102.50C,0,0.03,0.03,0.03,-0.01,0.02,0.03,,149,30,02/05/25,Call
103.00C,0,0.03,0.03,0.03,-0.01,0.02,0.03,,408,30,02/05/25,Call
103.50C,0,0.03,0.03,0.03,-0.01,0.02,0.03,,101,30,02/05/25,Call
104.00C,0,0.03,0.03,0.03,-0.01,0.01,0.03,,108,30,02/05/25,Call
104.50C,0,0.03,0.03,0.03,-0.01,0.01,0.03,,151,30,02/05/25,Call
105.00C,0.03,0.03,0.02,0.02,0,0.01,0.03,3,1603,20,"00:08 ET",Call
105.50C,0,0.02,0.02,0.02,-0.02,0.01,0.03,,22,20,02/05/25,Call
106.00C,0.03,0.03,0.03,0.03,0.01,0.01,0.03,3,137,30,"20:46 ET",Call
106.50C,0,0.02,0.02,0.02,-0.01,0.01,0.03,,54,20,02/05/25,Call
107.00C,0.02,0.02,0.02,0.02,-0.01,0.01,0.03,5,215,20,02/05/25,Call
107.50C,0,0.02,0.02,0.02,-0.01,0.01,0.03,,267,20,02/05/25,Call
108.00C,0,0.02,0.02,0.02,-0.01,0.01,0.03,,691,20,02/05/25,Call
108.50C,0,0.02,0.02,0.02,-0.01,0.01,0.03,,118,20,02/05/25,Call
109.00C,0,0.02,0.02,0.02,-0.01,0.01,0.03,,561,20,02/05/25,Call
109.50C,0,0.02,0.02,0.02,-0.01,0.01,0.02,,2,20,02/05/25,Call
110.00C,0,0.02,0.02,0.02,-0.01,0.01,0.02,,359,20,02/05/25,Call
110.50C,0,0.02,0.02,0.02,-0.01,0.01,0.02,,31,20,02/05/25,Call
111.00C,0,0.02,0.02,0.02,-0.01,0.01,0.02,,327,20,02/05/25,Call
111.50C,0,0.02,0.02,0.02,0,0.01,0.02,,11,20,02/05/25,Call
112.00C,0,0.02,0.02,0.02,0,0.01,0.02,,34,20,02/05/25,Call
112.50C,0,0.02,0.02,0.02,0,0.01,0.02,,45,20,02/05/25,Call
113.00C,0,0.02,0.02,0.02,0,0.01,0.02,,126,20,02/05/25,Call
113.50C,0,0.02,0.02,0.02,0,0.01,0.02,,56,20,02/05/25,Call
114.00C,0,0.02,0.02,0.02,0,0.01,0.02,,30,20,02/05/25,Call
114.50C,0,0.02,0.02,0.02,0,0.01,0.02,,31,20,02/05/25,Call
115.00C,0,0.02,0.02,0.02,0,0.01,0.02,,50,20,02/05/25,Call
115.50C,0,0.01,0.01,0.01,-0.01,0,0.02,,173,10,02/05/25,Call
116.00C,0,0.01,0.01,0.01,-0.01,0,0.02,,112,10,02/05/25,Call
116.50C,0,0.01,0.01,0.01,-0.01,0,0.02,,10,10,02/05/25,Call
117.00C,0.02,0.02,0.01,0.01,-0.01,0,0.02,4,183,10,02/05/25,Call
117.50C,0,0.01,0.01,0.01,-0.01,0,0.02,,56,10,02/05/25,Call
118.00C,0,0.01,0.01,0.01,-0.01,0,0.02,,38,10,02/05/25,Call
118.50C,0,0.01,0.01,0.01,-0.01,0,0.02,,240,10,02/05/25,Call
119.00C,0,0.01,0.01,0.01,-0.01,0,0.02,,132,10,02/05/25,Call
119.50C,0,0.01,0.01,0.01,-0.01,0,0.02,,16,10,02/05/25,Call
120.00C,0,0.01,0.01,0.01,-0.01,0,0.02,,619,10,02/05/25,Call
120.50C,0,0.01,0.01,0.01,-0.01,0,0.02,,229,10,02/05/25,Call
121.00C,0,0.01,0.01,0.01,-0.01,0,0.02,,60,10,02/05/25,Call
121.50C,0,0.01,0.01,0.01,-0.01,0,0.02,,1,10,02/05/25,Call
122.00C,0,0.01,0.01,0.01,-0.01,0,0.02,,5,10,02/05/25,Call
123.00C,0,0.01,0.01,0.01,0,0.01,0.02,,49,10,02/05/25,Call
123.50C,0,0.01,0.01,0.01,0,0,0.02,,3,10,02/05/25,Call
124.00C,0,0.01,0.01,0.01,0,0,0.02,,2,10,02/05/25,Call
125.00C,0,0.01,0.01,0.01,0,0.01,0.02,,82,10,02/05/25,Call
125.50C,0,0.01,0.01,0.01,0,0,0.02,,27,10,02/05/25,Call
126.00C,0.01,0.01,0.01,0.01,0,0,0.02,50,30,10,"07:19 ET",Call
126.50C,0,0.01,0.01,0.01,0,0,0.02,,7,10,02/05/25,Call
127.00C,0.01,0.01,0.01,0.01,0,0,0.02,30,280,10,02/05/25,Call
127.50C,0,0.01,0.01,0.01,0,0,0.02,,1,10,02/05/25,Call
128.00C,0,0.01,0.01,0.01,0,0,0.02,,156,10,02/05/25,Call
130.00C,0,0.01,0.01,0.01,0,0,0.01,,366,10,02/05/25,Call
132.50C,0,0.01,0.01,0.01,0,0,0.01,,164,10,02/05/25,Call
135.00C,0,0.01,0.01,0.01,0,0,0.01,,618,10,02/05/25,Call
137.50C,0,0.01,0.01,0.01,0,0,0.01,,59,10,02/05/25,Call
140.00C,0.01,0.01,0.01,0.01,0,0,0.01,1,82,10,"05:04 ET",Call
142.50C,0,0.01,0.01,0.01,0,0,0.01,,75,10,02/05/25,Call
145.00C,0,0.01,0.01,0.01,0,0,0.01,,404,10,02/05/25,Call
147.50C,0,0.01,0.01,0.01,0,0,0.01,,30,10,02/05/25,Call
150.00C,0,0.01,0.01,0.01,0,0,0.01,,97,10,02/05/25,Call
152.50C,0,0.01,0.01,0.01,0,0,0.01,,45,10,02/05/25,Call
155.00C,0,0.01,0.01,0.01,0,0,0.01,,51,10,02/05/25,Call
160.00C,0,0.01,0.01,0.01,0,0,0.01,,37,10,02/05/25,Call
162.50C,0,0.01,0.01,0.01,0,0,0.01,,120,10,02/05/25,Call
165.00C,0,0.01,0.01,0.01,0,0,0.01,,149,10,02/05/25,Call
167.50C,0,0.01,0.01,0.01,0,0,0.01,,25,10,02/05/25,Call
170.00C,0,0.01,0.01,0.01,0,0,0.01,,186,10,02/05/25,Call
172.50C,0,0.01,0.01,0.01,0,0,0.01,,99,10,02/05/25,Call
175.00C,0,0.01,0.01,0.01,0,0,0.01,,563,10,02/05/25,Call
177.50C,0,0.01,0.01,0.01,0,0,0.01,,10,10,02/05/25,Call
180.00C,0,0.01,0.01,0.01,0,0,0.01,,32,10,02/05/25,Call
185.00C,0,0.01,0.01,0.01,0,0,0.01,,60,10,02/05/25,Call
190.00C,0,0.01,0.01,0.01,0,0,0.01,,130,10,02/05/25,Call
195.00C,0,0.01,0.01,0.01,0,0,0.01,,42,10,02/05/25,Call
200.00C,0,0.01,0.01,0.01,0,0,0.01,,36,10,02/05/25,Call
20.50P,0,0.01,0.01,0.01,0,0,0.01,,7,10,02/05/25,Put
21.00P,0,0.01,0.01,0.01,0,0,0.01,,23,10,02/05/25,Put
21.50P,0,0.01,0.01,0.01,0,0,0.01,,1,10,02/05/25,Put
23.50P,0,0.01,0.01,0.01,0,0,0.01,,2,10,02/05/25,Put
24.00P,0,0.01,0.01,0.01,0,0,0.01,,7,10,02/05/25,Put
24.50P,0,0.01,0.01,0.01,0,0,0.01,,6,10,02/05/25,Put
25.00P,0,0.01,0.01,0.01,0,0,0.01,,90,10,02/05/25,Put
25.50P,0,0.01,0.01,0.01,0,0,0.01,,13,10,02/05/25,Put
26.00P,0,0.01,0.01,0.01,0,0,0.01,,2,10,02/05/25,Put
26.50P,0,0.01,0.01,0.01,0,0,0.01,,5,10,02/05/25,Put
28.00P,0,0.01,0.01,0.01,0,0,0.01,,234,10,02/05/25,Put
30.00P,0,0.01,0.01,0.01,0,0,0.01,,785,10,02/05/25,Put
30.50P,0,0.01,0.01,0.01,0,0,0.01,,29,10,02/05/25,Put
31.00P,0,0.01,0.01,0.01,0,0,0.01,,357,10,02/05/25,Put
31.50P,0,0.01,0.01,0.01,0,0,0.01,,158,10,02/05/25,Put
32.00P,0,0.01,0.01,0.01,0,0,0.01,,128,10,02/05/25,Put
32.50P,0,0.01,0.01,0.01,0,0,0.01,,232,10,02/05/25,Put
33.00P,0,0.01,0.01,0.01,0,0,0.01,,194,10,02/05/25,Put
33.50P,0,0.01,0.01,0.01,0,0,0.01,,38,10,02/05/25,Put
34.00P,0,0.01,0.01,0.01,0,0,0.01,,431,10,02/05/25,Put
34.50P,0,0.01,0.01,0.01,0,0,0.01,,94,10,02/05/25,Put
35.00P,0,0.01,0.01,0.01,0,0,0.01,,85,10,02/05/25,Put
35.50P,0,0.01,0.01,0.01,0,0,0.01,,125,10,02/05/25,Put
36.00P,0,0.01,0.01,0.01,0,0,0.01,46,224,10,02/05/25,Put
36.50P,0,0.01,0.01,0.01,0,0,0.01,,216,10,02/05/25,Put
37.00P,0,0.01,0.01,0.01,0,0,0.02,,60,10,02/05/25,Put
37.50P,0,0.01,0.01,0.01,0,0,0.02,,44,10,02/05/25,Put
38.00P,0.01,0.01,0.01,0.01,0,0.01,0.02,8,711,10,02/05/25,Put
38.50P,0,0.01,0.01,0.01,0,0,0.02,,36,10,02/05/25,Put
39.00P,0,0.01,0.01,0.01,0,0,0.02,,230,10,02/05/25,Put
39.50P,0,0.01,0.01,0.01,0,0,0.02,,114,10,02/05/25,Put
40.00P,0,0.01,0.01,0.01,0,0.01,0.02,,2351,10,02/05/25,Put
40.50P,0,0.01,0.01,0.01,0,0.01,0.02,,67,10,02/05/25,Put
41.00P,0,0.01,0.01,0.01,0,0.01,0.02,,520,10,02/05/25,Put
41.50P,0.02,0.02,0.02,0.02,0,0.01,0.02,1,630,20,"04:23 ET",Put
42.00P,0,0.02,0.02,0.02,0,0.01,0.02,,476,20,02/05/25,Put
42.50P,0,0.02,0.02,0.02,0,0.01,0.02,,104,20,02/05/25,Put
43.00P,0,0.02,0.02,0.02,0,0.01,0.03,,3677,20,02/05/25,Put
43.50P,0,0.02,0.02,0.02,0,0.01,0.03,,192,20,02/05/25,Put
44.00P,0.02,0.02,0.02,0.02,0,0.01,0.03,65,314,20,02/05/25,Put
44.50P,0.02,0.02,0.02,0.02,0,0.01,0.03,6,152,20,02/05/25,Put
45.00P,0.03,0.03,0.03,0.03,0,0.02,0.03,9,1664,30,"06:31 ET",Put
45.50P,0,0.03,0.03,0.03,0,0.02,0.03,,75,30,02/05/25,Put
46.00P,0.03,0.03,0.03,0.03,0,0.02,0.03,3,814,30,02/05/25,Put
46.50P,0.03,0.03,0.03,0.03,0,0.02,0.04,6,142,30,"07:06 ET",Put
47.00P,0.04,0.04,0.03,0.03,0,0.03,0.04,3,3325,30,02/05/25,Put
47.50P,0,0.04,0.04,0.04,0.01,0.03,0.04,,113,40,02/05/25,Put
48.00P,0.04,0.04,0.04,0.04,0,0.03,0.04,2,570,40,02/05/25,Put
48.50P,0,0.04,0.04,0.04,0,0.03,0.04,,181,40,02/05/25,Put
49.00P,0,0.04,0.04,0.04,0,0.03,0.05,,622,40,02/05/25,Put
49.50P,0.05,0.05,0.05,0.05,0,0.03,0.05,16,74,50,"22:41 ET",Put
50.00P,0.05,0.05,0.05,0.05,0.01,0.04,0.05,1373,19380,50,02/05/25,Put
50.50P,0,0.06,0.06,0.06,0.01,0.04,0.05,324,620,60,02/05/25,Put
51.00P,0.06,0.06,0.06,0.06,0.01,0.05,0.06,24,614,60,02/05/25,Put
51.50P,0,0.07,0.07,0.07,0.01,0.05,0.06,,164,70,02/05/25,Put
52.00P,0,0.07,0.07,0.07,0.01,0.05,0.07,74,3051,70,02/05/25,Put
52.50P,0,0.08,0.08,0.08,0.02,0.06,0.07,1,2992,80,02/05/25,Put
53.00P,0.08,0.08,0.08,0.08,0.01,0.06,0.07,2,658,80,02/05/25,Put
53.50P,0,0.09,0.09,0.09,0.01,0.06,0.08,,304,90,02/05/25,Put
54.00P,0.09,0.09,0.09,0.09,0,0.07,0.09,2,772,90,"06:32 ET",Put
54.50P,0.1,0.1,0.1,0.1,0.01,0.08,0.09,2,102,100,02/05/25,Put
55.00P,0.09,0.09,0.09,0.09,-0.02,0.08,0.1,50,6781,90,"07:30 ET",Put
55.50P,0,0.12,0.12,0.12,0.02,0.09,0.11,,546,120,02/05/25,Put
56.00P,0.12,0.13,0.12,0.13,0.02,0.1,0.12,9,1470,130,02/05/25,Put
56.50P,0.13,0.15,0.13,0.15,0.03,0.11,0.13,72,527,150,02/05/25,Put
57.00P,0.14,0.16,0.14,0.16,0.03,0.12,0.14,43,1918,160,02/05/25,Put
57.50P,0.16,0.16,0.16,0.16,-0.02,0.13,0.15,5,1621,160,"23:32 ET",Put
58.00P,0.17,0.17,0.17,0.17,-0.02,0.15,0.16,1,2676,170,"18:17 ET",Put
58.50P,0.18,0.18,0.18,0.18,-0.03,0.16,0.18,2,696,180,"07:10 ET",Put
59.00P,0.21,0.21,0.19,0.19,-0.04,0.18,0.19,7,629,190,"04:40 ET",Put
59.50P,0.25,0.26,0.25,0.26,0.05,0.2,0.21,1,429,260,02/05/25,Put
60.00P,0.26,0.26,0.24,0.24,-0.04,0.22,0.23,145,25037,240,"06:54 ET",Put
60.50P,0,0.31,0.31,0.31,0.06,0.24,0.26,4,471,310,02/05/25,Put
61.00P,0.27,0.35,0.27,0.34,0.07,0.27,0.28,18,3421,340,02/05/25,Put
61.50P,0,0.38,0.38,0.38,0.08,0.3,0.31,2,578,380,02/05/25,Put
62.00P,0.34,0.34,0.34,0.34,-0.08,0.33,0.35,149,1665,340,"07:16 ET",Put
62.50P,0.38,0.48,0.38,0.47,0.1,0.37,0.39,88,1006,470,02/05/25,Put
63.00P,0.42,0.53,0.42,0.52,0.12,0.41,0.43,560,1951,520,02/05/25,Put
63.50P,0.51,0.51,0.5,0.5,-0.07,0.46,0.48,45,1004,500,"06:54 ET",Put
64.00P,0.6,0.6,0.58,0.58,-0.06,0.52,0.54,3,2856,580,"20:51 ET",Put
64.50P,0.63,0.63,0.63,0.63,-0.08,0.58,0.6,14,1091,630,"06:39 ET",Put
65.00P,0.72,0.75,0.67,0.67,-0.13,0.65,0.67,176,12106,670,"07:13 ET",Put
65.50P,0.83,0.83,0.83,0.83,-0.06,0.73,0.75,63,789,830,"02:10 ET",Put
66.00P,0.83,0.83,0.83,0.83,-0.16,0.82,0.84,260,2305,830,"07:15 ET",Put
66.50P,1,1.11,1,1.11,0.27,0.92,0.94,22,1011,1110,02/05/25,Put
67.00P,1.09,1.23,1.09,1.23,0.3,1.03,1.05,1250,4453,1230,02/05/25,Put
67.50P,1.1,1.37,1.1,1.37,0.34,1.15,1.17,21,1841,1370,02/05/25,Put
68.00P,1.44,1.44,1.26,1.26,-0.26,1.29,1.31,95,7169,1260,"04:41 ET",Put
68.50P,1.52,1.68,1.52,1.68,0.4,1.44,1.46,30,2654,1680,02/05/25,Put
69.00P,1.71,1.71,1.59,1.69,-0.16,1.6,1.63,22,2158,1690,"06:54 ET",Put
69.50P,1.9,1.9,1.9,1.9,-0.15,1.79,1.81,1,610,1900,"06:54 ET",Put
70.00P,2.04,2.05,2.04,2.05,-0.21,1.98,2.01,166,9572,2050,"03:37 ET",Put
70.50P,2.4,2.4,2.21,2.21,-0.28,2.2,2.23,7,816,2210,"05:20 ET",Put
71.00P,2.56,2.56,2.47,2.54,-0.21,2.43,2.46,144,4117,2540,"06:54 ET",Put
71.50P,2.37,3.01,2.37,3.01,0.68,2.68,2.71,131,1312,3010,02/05/25,Put
72.00P,2.6,3.3,2.6,3.3,0.73,2.94,2.98,1096,3001,3300,02/05/25,Put
72.50P,2.79,3.64,2.79,3.6,0.79,3.23,3.26,32,1470,3600,02/05/25,Put
73.00P,0,3.92,3.92,3.92,0.84,3.53,3.56,189,1981,3920,02/05/25,Put
73.50P,0,4.25,4.25,4.25,0.89,3.84,3.88,87,1307,4250,02/05/25,Put
74.00P,4,4.58,3.98,4.58,0.92,4.17,4.21,24,3921,4580,02/05/25,Put
74.50P,3.92,4.93,3.92,4.93,0.97,4.51,4.56,10,903,4930,02/05/25,Put
75.00P,0,5.3,5.3,5.3,1.01,4.87,4.92,42,3040,5300,02/05/25,Put
75.50P,0,5.68,5.68,5.68,1.06,5.25,5.3,,673,5680,02/05/25,Put
76.00P,0,6.08,6.08,6.08,1.11,5.64,5.7,,1687,6080,02/05/25,Put
76.50P,0,6.48,6.48,6.48,1.14,6.04,6.1,1,384,6480,02/05/25,Put
77.00P,0,6.9,6.9,6.9,1.19,6.45,6.5,6,287,6900,02/05/25,Put
77.50P,0,7.32,7.32,7.32,1.22,6.87,6.92,,118,7320,02/05/25,Put
78.00P,7.13,7.13,7.13,7.13,-0.62,7.3,7.36,2,396,7130,"04:36 ET",Put
78.50P,0,8.2,8.2,8.2,1.29,7.74,7.8,,94,8200,02/05/25,Put
79.00P,0,8.65,8.65,8.65,1.32,8.19,8.24,,24,8650,02/05/25,Put
79.50P,0,9.1,9.1,9.1,1.35,8.64,8.7,,177,9100,02/05/25,Put
80.00P,0,9.57,9.57,9.57,1.38,9.1,9.16,,60,9570,02/05/25,Put
80.50P,0,10.03,10.03,10.03,1.4,9.56,9.62,,25,10030,02/05/25,Put
81.00P,0,10.51,10.51,10.51,1.43,10.02,10.1,1,19,10510,02/05/25,Put
81.50P,0,10.98,10.98,10.98,1.44,10.5,10.56,,24,10980,02/05/25,Put
82.00P,0,11.46,11.46,11.46,1.46,10.97,11.04,,3,11460,02/05/25,Put
82.50P,0,11.94,11.94,11.94,1.47,11.44,11.52,,6,11940,02/05/25,Put
83.00P,0,12.42,12.42,12.42,1.48,11.92,12,,1,12420,02/05/25,Put
84.00P,0,13.39,13.39,13.39,1.5,12.9,12.98,,2,13390,02/05/25,Put
85.00P,0,14.36,14.36,14.36,1.51,13.86,13.96,,2,14360,02/05/25,Put
86.00P,15.18,15.18,15.18,15.18,-0.16,14.84,14.94,3,3,15180,"02:06 ET",Put
86.50P,0,15.83,15.83,15.83,1.53,15.34,15.42,,1,15830,02/05/25,Put
89.00P,0,18.3,18.3,18.3,1.56,16.34,19.37,,10,18300,02/05/25,Put
90.00P,0,19.29,19.29,19.29,1.56,17.23,20.47,,81,19290,02/05/25,Put
90.50P,0,19.79,19.79,19.79,1.57,17.67,21.03,,1,19790,02/05/25,Put
92.50P,0,21.78,21.78,21.78,1.57,19.43,23.24,,1,21780,02/05/25,Put
93.00P,0,22.27,22.27,22.27,1.57,19.87,23.8,,1,22270,02/05/25,Put
97.50P,0,26.76,26.76,26.76,1.58,23.98,28.67,,1,26760,02/05/25,Put
98.00P,0,27.26,27.26,27.26,1.59,24.46,29.19,,2,27260,02/05/25,Put
99.00P,0,28.26,28.26,28.26,1.59,25.24,30.41,,25,28260,02/05/25,Put
100.00P,0,29.26,29.26,29.26,1.59,26.15,31.5,,160,29260,02/05/25,Put
180.00P,0,109.26,109.26,109.26,1.6,99.44,118.21,,4,109260,02/05/25,Put
"Downloaded from Barchart.com as of 02-06-2025 08:03am CST"
